Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v2/models/gliner_guard/infer,114016,43,560,777.221176982309,162.68108299846062,146074.61962500383,239.07945376087568,127.49012362650997,0.04808163166520426,560,800,870,900,1000,1200,1700,2000,38000,108000,146000
,Aggregated,114016,43,560,777.221176982309,162.68108299846062,146074.61962500383,239.07945376087568,127.49012362650997,0.04808163166520426,560,800,870,900,1000,1200,1700,2000,38000,108000,146000
