Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v2/models/gliner_ensemble/infer,77334,0,1200,1154.2457248529063,263.1223750067875,19881.93604099797,304.1505935293661,86.04149207345682,0.0,1200,1200,1200,1200,1200,1200,1400,1500,2500,10000,20000
,Aggregated,77334,0,1200,1154.2457248529063,263.1223750067875,19881.93604099797,304.1505935293661,86.04149207345682,0.0,1200,1200,1200,1200,1200,1200,1400,1500,2500,10000,20000
