Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
gRPC,/v2/models/gliner_ensemble/infer,24964,0,810,803.5112354550827,259.01866701315157,1683.3013340074103,0.0,121.32040724425079,0.0,810,850,870,880,930,970,1000,1100,1500,1700,1700
,Aggregated,24964,0,810,803.5112354550827,259.01866701315157,1683.3013340074103,0.0,121.32040724425079,0.0,810,850,870,880,930,970,1000,1100,1500,1700,1700
