Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1776939456,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776939457,10,,Aggregated,0.000000,0.000000,880,880,880,880,880,880,880,880,880,880,880,1,0,878.3261659991695,878.3261659991695,878.3261659991695,878.3261659991695,225.0
1776939458,20,,Aggregated,0.000000,0.000000,220,470,720,880,1200,1900,1900,1900,1900,1900,1900,33,0,220,543.4922802726787,179.67141600092873,1861.8557919980958,236.0
1776939459,30,,Aggregated,0.000000,0.000000,200,210,220,240,720,1200,1900,1900,2700,2700,2700,106,0,200,351.97410610388306,174.60612500144634,2664.0925829997286,235.56603773584905
1776939460,40,,Aggregated,6.500000,0.000000,200,220,220,240,660,1500,1900,2700,3700,3700,3700,194,0,200,349.0529153609667,171.38829200121108,3729.0202919975854,237.70103092783506
1776939461,50,,Aggregated,24.000000,0.000000,220,250,340,370,720,1200,2200,3600,3800,3800,3800,297,0,220,386.47005077785036,170.61495799862314,3818.334125004185,239.25252525252526
1776939462,60,,Aggregated,40.000000,0.000000,230,350,360,380,690,1200,2200,2700,5200,5200,5200,419,0,230,396.4632639117141,170.61495799862314,5190.352541998436,239.7016706443914
1776939463,70,,Aggregated,49.800000,0.000000,300,360,380,420,610,850,1900,2700,5200,5200,5200,559,0,300,398.98797882285726,170.61495799862314,5190.352541998436,239.9499105545617
1776939464,80,,Aggregated,60.833333,0.000000,330,360,380,420,580,820,1900,3600,5200,5200,5200,676,0,330,411.31751078845537,170.61495799862314,5190.352541998436,239.55029585798817
1776939465,90,,Aggregated,70.285714,0.000000,340,370,430,530,690,950,2700,3800,7800,7800,7800,795,0,340,459.2462784088467,170.61495799862314,7807.076541997958,239.4679245283019
1776939466,100,,Aggregated,80.250000,0.000000,360,410,520,560,850,980,2200,3700,7800,7800,7800,958,0,360,492.25141044158755,170.61495799862314,7838.2965000055265,239.52087682672234
1776939467,100,,Aggregated,85.777778,0.000000,370,480,550,610,940,1100,2200,3700,7800,7800,7800,1099,0,370,515.1925774058071,170.61495799862314,7838.2965000055265,239.49135577797998
1776939468,100,,Aggregated,89.300000,0.000000,370,510,570,640,950,1100,2200,3800,7800,7800,7800,1225,0,370,533.5818030106193,170.61495799862314,7838.2965000055265,239.63673469387754
1776939469,100,,Aggregated,102.200000,0.000000,380,530,640,720,980,1200,2200,3900,7800,7800,7800,1360,0,380,565.3637800698764,170.61495799862314,7838.2965000055265,239.48823529411766
1776939470,100,,Aggregated,113.700000,0.000000,380,540,670,740,980,1200,2200,4000,7800,8100,8100,1472,0,380,580.3288131657755,170.61495799862314,8097.905750000791,239.44565217391303
1776939471,100,,Aggregated,121.000000,0.000000,410,550,690,780,1000,1400,2500,4700,7800,8100,8100,1627,0,410,603.9356645795907,170.61495799862314,8097.905750000791,239.4019668100799
1776939472,100,,Aggregated,122.900000,0.000000,440,580,720,790,980,1300,2200,4000,7800,8100,8100,1812,0,440,606.5295844497799,170.61495799862314,8097.905750000791,239.31456953642385
1776939473,100,,Aggregated,133.200000,0.000000,450,590,720,840,1000,1300,1900,3900,7800,8100,8100,1971,0,450,611.4450250644322,170.61495799862314,8097.905750000791,239.35514967021817
