Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
gRPC,/v2/models/gliner_ensemble/infer,70965,0,1300,1258.87020445376,244.06591700972058,1638.2162499940023,0.0,78.93942082320483,0.0,1300,1300,1300,1300,1300,1300,1400,1400,1500,1600,1600
,Aggregated,70965,0,1300,1258.87020445376,244.06591700972058,1638.2162499940023,0.0,78.93942082320483,0.0,1300,1300,1300,1300,1300,1300,1400,1400,1500,1600,1600
