Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v2/models/gliner_ensemble/infer,71839,0,1200,1243.3218712434666,245.47433300176635,24948.079582987702,304.14770528542994,79.91367982424443,0.0,1200,1300,1300,1300,1300,1300,1300,1400,1800,8900,25000
,Aggregated,71839,0,1200,1243.3218712434666,245.47433300176635,24948.079582987702,304.14770528542994,79.91367982424443,0.0,1200,1300,1300,1300,1300,1300,1300,1400,1800,8900,25000
